,title,description,category_name,thumbnail,url,category_title_description,Text,k_means
1485,A Royal Night Out,"May 1945. V.E. Day. England celebrates victory. Cloistered away in Buckingham Palace are young Princesses Elizabeth and Margaret, who would do anything to join the biggest party London has ever seen. (2015)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1093A001S00_593789213f39f.jpg,https://iview.abc.net.au/show/royal-night-out/video/ZW1093A001S00,"drama A Royal Night Out May 1945. V.E. Day. England celebrates victory. Cloistered away in Buckingham Palace are young Princesses Elizabeth and Margaret, who would do anything to join the biggest party London has ever seen. (2015)",drama royal night may 1945 day england celebrates victory cloistered away buckingham palace young princess elizabeth margaret would anything join biggest party london ever seen 2015,2
1486,Creation,From the writer of Master and Commander comes the inspirational story of how Charles Darwin created one of the most explosive ideas in history and became one of the greatest scientists the world has ever known. (2009),drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2888A001S00_60a2ff4dd63d0_1920.jpg,https://iview.abc.net.au/show/creation/video/ZW2888A001S00,drama Creation From the writer of Master and Commander comes the inspirational story of how Charles Darwin created one of the most explosive ideas in history and became one of the greatest scientists the world has ever known. (2009),drama creation writer master commander come inspirational story charles darwin created one explosive idea history became one greatest scientist world ever known 2009,2
1487,Suburban Mayhem,"When her father threatens to contact social services and take away her child, Katrina sets in motion a plan to wreak suburban mayhem that will leave a community in shock and Katrina infamous in a way she never dreamed of. (2006)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2384A001S00_5ee1d43849c53_1280.jpg,https://iview.abc.net.au/show/suburban-mayhem/video/ZW2384A001S00,"drama Suburban Mayhem When her father threatens to contact social services and take away her child, Katrina sets in motion a plan to wreak suburban mayhem that will leave a community in shock and Katrina infamous in a way she never dreamed of. (2006)",drama suburban mayhem father threatens contact social service take away child katrina set motion plan wreak suburban mayhem leave community shock katrina infamous way never dreamed 2006,6
1488,My Tehran For Sale,"Marzieh is a young actress living in Tehran. The authorities ban her theatre work and, like all young people in Iran, she is forced to lead a secret life in order to express herself artistically. (2009)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2783A001S00_61b82b2da80a1.jpg,https://iview.abc.net.au/show/my-tehran-for-sale/video/ZW2783A001S00,"drama My Tehran For Sale Marzieh is a young actress living in Tehran. The authorities ban her theatre work and, like all young people in Iran, she is forced to lead a secret life in order to express herself artistically. (2009)",drama tehran sale marzieh young actress living tehran authority ban theatre work like young people iran forced lead secret life order express artistically 2009,2
1489,Philomena,"Falling pregnant as a teenager in Ireland in 1952, Philomena Lee was sent to a convent. When her baby was a toddler, he was whisked away to America for adoption. Philomena spent the next fifty years searching for him in vain. (2013)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2982A001S00_614012ea13e30.jpg,https://iview.abc.net.au/show/philomena/video/ZW2982A001S00,"drama Philomena Falling pregnant as a teenager in Ireland in 1952, Philomena Lee was sent to a convent. When her baby was a toddler, he was whisked away to America for adoption. Philomena spent the next fifty years searching for him in vain. (2013)",drama philomena falling pregnant teenager ireland 1952 philomena lee sent convent baby toddler whisked away america adoption philomena spent next fifty year searching vain 2013,2
1490,Infinitely Polar Bear,A father struggling with bipolar disorder attempts to win back the trust of his wife by rebuilding a relationship with his two daughters. (2014),drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2898A001S00_609dd0d0118c3_1280.jpg,https://iview.abc.net.au/show/infinitely-polar-bear/video/ZW2898A001S00,drama Infinitely Polar Bear A father struggling with bipolar disorder attempts to win back the trust of his wife by rebuilding a relationship with his two daughters. (2014),drama infinitely polar bear father struggling bipolar disorder attempt win back trust wife rebuilding relationship two daughter 2014,2
1491,The Butterfly Tree,"Evelyn, a burlesque queen bewitches single dad, Al and his teenage son, Fin. As they compete for her affections, old wounds are reopened over the death of Fin's mother. (2017)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2790A001S00_61931e7da19ba.jpg,https://iview.abc.net.au/show/butterfly-tree/video/ZW2790A001S00,"drama The Butterfly Tree Evelyn, a burlesque queen bewitches single dad, Al and his teenage son, Fin. As they compete for her affections, old wounds are reopened over the death of Fin's mother. (2017)",drama butterfly tree evelyn burlesque queen bewitches single dad al teenage son fin compete affection old wound reopened death fin mother 2017,2
1492,Tangle,"Two families, across two generations are rattled by the arrival of Nat Manning, an audacious minor celebrity who's returned home to reconnect with her estranged teenage son. Sometimes connecting, sometimes colliding.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2827A_60dbf7578416a_1920.jpg,https://iview.abc.net.au/show/tangle,"drama Tangle Two families, across two generations are rattled by the arrival of Nat Manning, an audacious minor celebrity who's returned home to reconnect with her estranged teenage son. Sometimes connecting, sometimes colliding.",drama tangle two family across two generation rattled arrival nat manning audacious minor celebrity who returned home reconnect estranged teenage son sometimes connecting sometimes colliding,2
1493,Goldstone,"Indigenous detective Jay Swan arrives in the town of Goldstone to search for a missing person, and his simple duty becomes complicated when he uncovers a web of crime and corruption. (2016)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1094A001S00_607670770e1be_1280.jpg,https://iview.abc.net.au/show/goldstone/video/ZW1094A001S00,"drama Goldstone Indigenous detective Jay Swan arrives in the town of Goldstone to search for a missing person, and his simple duty becomes complicated when he uncovers a web of crime and corruption. (2016)",drama goldstone indigenous detective jay swan arrives town goldstone search missing person simple duty becomes complicated uncovers web crime corruption 2016,2
1494,Paranormal Activity,A young couple suspects that their house is haunted by a malevolent entity.They set up video surveillance to capture evidence of what happens at night as they sleep. (2009),drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2880A001S00_60a49022bffbd_1920.jpg,https://iview.abc.net.au/show/paranormal-activity/video/ZW2880A001S00,drama Paranormal Activity A young couple suspects that their house is haunted by a malevolent entity.They set up video surveillance to capture evidence of what happens at night as they sleep. (2009),drama paranormal activity young couple suspect house haunted malevolent entitythey set video surveillance capture evidence happens night sleep 2009,2
1495,Hinterland,"Aberystwyth. A place of searing beauty. Its panoramic vistas and quaint facade hide a multitude of sins - this is a place that lives according to its own rules, where the secrets of the past are buried deep.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2942A_60a362eed1518_1280.jpg,https://iview.abc.net.au/show/hinterland,"drama Hinterland Aberystwyth. A place of searing beauty. Its panoramic vistas and quaint facade hide a multitude of sins - this is a place that lives according to its own rules, where the secrets of the past are buried deep.",drama hinterland aberystwyth place searing beauty panoramic vista quaint facade hide multitude sin place life according rule secret past buried deep,2
1496,Living The Dream,"The Pemberton family decide to leave grey, old England for good, and move themselves to the Sunshine State of Florida. But it soon turns out that they are not living the dream they hoped for.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2959A_60b573397c4d5_1920.jpg,https://iview.abc.net.au/show/living-the-dream,"drama Living The Dream The Pemberton family decide to leave grey, old England for good, and move themselves to the Sunshine State of Florida. But it soon turns out that they are not living the dream they hoped for.",drama living dream pemberton family decide leave grey old england good move sunshine state florida soon turn living dream hoped,2
1497,From Darkness,"When bodies are unearthed on a building site, Claire is pulled into the heart of the case. Forced to confront her own darkness, will she risk losing herself, and her new life, in the process?",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2575A_5fc71b44ab517_1280.jpg,https://iview.abc.net.au/show/from-darkness,"drama From Darkness When bodies are unearthed on a building site, Claire is pulled into the heart of the case. Forced to confront her own darkness, will she risk losing herself, and her new life, in the process?",drama darkness body unearthed building site claire pulled heart case forced confront darkness risk losing new life process,2
1498,Buried,"Paul Conroy is not ready to die but when he wakes up six feet underground, poor reception, a rapidly draining battery and a dwindling oxygen supply are his worst enemies in a tightly confined race against time. (2010)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2885A001S00_609b8e1d201c1_1920.jpg,https://iview.abc.net.au/show/buried/video/ZW2885A001S00,"drama Buried Paul Conroy is not ready to die but when he wakes up six feet underground, poor reception, a rapidly draining battery and a dwindling oxygen supply are his worst enemies in a tightly confined race against time. (2010)",drama buried paul conroy ready die wake six foot underground poor reception rapidly draining battery dwindling oxygen supply worst enemy tightly confined race time 2010,2
